time,x,y,theta,speed
1733440100.6625264,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.6726508,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.689854,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.7158327,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.7352362,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.7483113,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.7742057,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.798684,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.8087018,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.8482776,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.8587544,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.869251,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.879553,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.9133809,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.9317522,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.9689853,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440100.9995797,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.0450761,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.0628421,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.0744097,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.1050491,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.1301763,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.1574686,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.1682284,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.1877053,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.2016623,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.2173817,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.2309837,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.2500596,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.279148,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.2909546,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.3050787,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.3160508,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.3281152,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.34377,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.3546488,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.366644,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.379521,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.3926837,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.41803,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
1733440101.4326098,-1.0611960887908936,2.4983580112457275,0.04257598945955128,0.0
